,DATE,Country,CO2_variation,Code
579,2020-03-31,Austria,"-31,7%",AUT
580,2020-01-04,Austria,"-31,7%",AUT
581,2020-02-04,Austria,"-31,7%",AUT
582,2020-03-04,Austria,"-31,7%",AUT
583,2020-04-04,Austria,"-31,7%",AUT
584,2020-05-04,Austria,"-31,7%",AUT
585,2020-06-04,Austria,"-31,7%",AUT
586,2020-07-04,Austria,"-31,7%",AUT
587,2020-08-04,Austria,"-31,7%",AUT
588,2020-09-04,Austria,"-31,7%",AUT
589,2020-10-04,Austria,"-31,7%",AUT
590,2020-11-04,Austria,"-30,2%",AUT
591,2020-12-04,Austria,"-28,8%",AUT
592,2020-04-13,Austria,"-27,4%",AUT
593,2020-04-14,Austria,"-25,9%",AUT
594,2020-04-15,Austria,"-24,5%",AUT
595,2020-04-16,Austria,"-23,0%",AUT
596,2020-04-17,Austria,"-21,6%",AUT
597,2020-04-18,Austria,"-21,6%",AUT
598,2020-04-19,Austria,"-21,6%",AUT
599,2020-04-20,Austria,"-21,6%",AUT
600,2020-04-21,Austria,"-21,6%",AUT
601,2020-04-22,Austria,"-21,6%",AUT
602,2020-04-23,Austria,"-21,6%",AUT
603,2020-04-24,Austria,"-21,6%",AUT
604,2020-04-25,Austria,"-21,6%",AUT
605,2020-04-26,Austria,"-21,6%",AUT
606,2020-04-27,Austria,"-21,6%",AUT
607,2020-04-28,Austria,"-21,6%",AUT
608,2020-04-29,Austria,"-21,6%",AUT
609,2020-04-30,Austria,"-21,6%",AUT
610,2020-01-05,Austria,"-21,6%",AUT
611,2020-02-05,Austria,"-21,6%",AUT
612,2020-03-05,Austria,"-21,6%",AUT
613,2020-04-05,Austria,"-21,6%",AUT
614,2020-05-05,Austria,"-21,6%",AUT
615,2020-06-05,Austria,"-21,6%",AUT
616,2020-07-05,Austria,"-21,6%",AUT
617,2020-08-05,Austria,"-21,6%",AUT
618,2020-09-05,Austria,"-21,6%",AUT
619,2020-10-05,Austria,"-21,6%",AUT
620,2020-11-05,Austria,"-21,6%",AUT
621,2020-12-05,Austria,"-19,4%",AUT
622,2020-05-13,Austria,"-17,2%",AUT
623,2020-05-14,Austria,"-15,0%",AUT
624,2020-05-15,Austria,"-12,8%",AUT
625,2020-05-16,Austria,"-10,6%",AUT
626,2020-05-17,Austria,"-8,4%",AUT
627,2020-05-18,Austria,"-6,2%",AUT
628,2020-05-19,Austria,"-6,2%",AUT
629,2020-05-20,Austria,"-6,2%",AUT
630,2020-05-21,Austria,"-6,2%",AUT
631,2020-05-22,Austria,"-6,2%",AUT
632,2020-05-23,Austria,"-6,2%",AUT
633,2020-05-24,Austria,"-6,2%",AUT
634,2020-05-25,Austria,"-6,2%",AUT
635,2020-05-26,Austria,"-6,2%",AUT
636,2020-05-27,Austria,"-6,2%",AUT
637,2020-05-28,Austria,"-6,2%",AUT
638,2020-05-29,Austria,"-6,2%",AUT
639,2020-05-30,Austria,"-6,2%",AUT
640,2020-05-31,Austria,"-6,2%",AUT
641,2020-01-06,Austria,"-6,2%",AUT
642,2020-02-06,Austria,"-6,2%",AUT
643,2020-03-06,Austria,"-6,2%",AUT
644,2020-04-06,Austria,"-6,2%",AUT
645,2020-05-06,Austria,"-6,2%",AUT
646,2020-06-06,Austria,"-6,2%",AUT
647,2020-07-06,Austria,"-6,2%",AUT
648,2020-08-06,Austria,"-6,2%",AUT
649,2020-09-06,Austria,"-6,2%",AUT
650,2020-10-06,Austria,"-6,2%",AUT
651,2020-11-06,Austria,"-6,2%",AUT
652,2020-01-01,Bangladesh,"0,0%",BGD
653,2020-02-01,Bangladesh,"0,0%",BGD
654,2020-03-01,Bangladesh,"0,0%",BGD
655,2020-04-01,Bangladesh,"0,0%",BGD
656,2020-05-01,Bangladesh,"0,0%",BGD
657,2020-06-01,Bangladesh,"0,0%",BGD
658,2020-07-01,Bangladesh,"0,0%",BGD
659,2020-08-01,Bangladesh,"0,0%",BGD
660,2020-09-01,Bangladesh,"0,0%",BGD
661,2020-10-01,Bangladesh,"0,0%",BGD
662,2020-11-01,Bangladesh,"0,0%",BGD
663,2020-12-01,Bangladesh,"0,0%",BGD
664,2020-01-13,Bangladesh,"0,0%",BGD
665,2020-01-14,Bangladesh,"0,0%",BGD
666,2020-01-15,Bangladesh,"0,0%",BGD
667,2020-01-16,Bangladesh,"0,0%",BGD
668,2020-01-17,Bangladesh,"0,0%",BGD
669,2020-01-18,Bangladesh,"0,0%",BGD
670,2020-01-19,Bangladesh,"0,0%",BGD
671,2020-01-20,Bangladesh,"0,0%",BGD
672,2020-01-21,Bangladesh,"0,0%",BGD
673,2020-01-22,Bangladesh,"0,0%",BGD
674,2020-01-23,Bangladesh,"0,0%",BGD
675,2020-01-24,Bangladesh,"0,0%",BGD
676,2020-01-25,Bangladesh,"0,0%",BGD
677,2020-01-26,Bangladesh,"0,0%",BGD
678,2020-01-27,Bangladesh,"0,0%",BGD
679,2020-01-28,Bangladesh,"0,0%",BGD
680,2020-01-29,Bangladesh,"-0,6%",BGD
681,2020-01-30,Bangladesh,"-1,2%",BGD
682,2020-01-31,Bangladesh,"-1,8%",BGD
683,2020-01-02,Bangladesh,"-2,4%",BGD
684,2020-02-02,Bangladesh,"-3,0%",BGD
685,2020-03-02,Bangladesh,"-3,6%",BGD
686,2020-04-02,Bangladesh,"-4,2%",BGD
687,2020-05-02,Bangladesh,"-4,2%",BGD
688,2020-06-02,Bangladesh,"-4,2%",BGD
689,2020-07-02,Bangladesh,"-4,2%",BGD
690,2020-08-02,Bangladesh,"-4,2%",BGD
691,2020-09-02,Bangladesh,"-4,2%",BGD
692,2020-10-02,Bangladesh,"-4,2%",BGD
693,2020-11-02,Bangladesh,"-4,2%",BGD
694,2020-12-02,Bangladesh,"-4,2%",BGD
695,2020-02-13,Bangladesh,"-4,2%",BGD
696,2020-02-14,Bangladesh,"-4,2%",BGD
697,2020-02-15,Bangladesh,"-4,2%",BGD
698,2020-02-16,Bangladesh,"-4,2%",BGD
699,2020-02-17,Bangladesh,"-4,2%",BGD
700,2020-02-18,Bangladesh,"-4,2%",BGD
701,2020-02-19,Bangladesh,"-4,2%",BGD
702,2020-02-20,Bangladesh,"-4,2%",BGD
703,2020-02-21,Bangladesh,"-4,2%",BGD
704,2020-02-22,Bangladesh,"-4,2%",BGD
705,2020-02-23,Bangladesh,"-4,2%",BGD
706,2020-02-24,Bangladesh,"-4,2%",BGD
707,2020-02-25,Bangladesh,"-4,2%",BGD
708,2020-02-26,Bangladesh,"-4,2%",BGD
709,2020-02-27,Bangladesh,"-4,2%",BGD
710,2020-02-28,Bangladesh,"-4,2%",BGD
711,2020-02-29,Bangladesh,"-4,2%",BGD
712,2020-01-03,Bangladesh,"-4,2%",BGD
713,2020-02-03,Bangladesh,"-4,2%",BGD
714,2020-03-03,Bangladesh,"-4,2%",BGD
715,2020-04-03,Bangladesh,"-4,2%",BGD
716,2020-05-03,Bangladesh,"-4,2%",BGD
717,2020-06-03,Bangladesh,"-4,2%",BGD
718,2020-07-03,Bangladesh,"-4,2%",BGD
719,2020-08-03,Bangladesh,"-4,2%",BGD
720,2020-09-03,Bangladesh,"-4,2%",BGD
721,2020-10-03,Bangladesh,"-4,2%",BGD
722,2020-11-03,Bangladesh,"-4,2%",BGD
723,2020-12-03,Bangladesh,"-4,2%",BGD
724,2020-03-13,Bangladesh,"-4,2%",BGD
725,2020-03-14,Bangladesh,"-5,5%",BGD
726,2020-03-15,Bangladesh,"-6,8%",BGD
727,2020-03-16,Bangladesh,"-8,1%",BGD
728,2020-03-17,Bangladesh,"-9,5%",BGD
729,2020-03-18,Bangladesh,"-10,8%",BGD
730,2020-03-19,Bangladesh,"-12,1%",BGD
731,2020-03-20,Bangladesh,"-13,4%",BGD
732,2020-03-21,Bangladesh,"-13,4%",BGD
733,2020-03-22,Bangladesh,"-13,4%",BGD
734,2020-03-23,Bangladesh,"-14,9%",BGD
735,2020-03-24,Bangladesh,"-16,3%",BGD
736,2020-03-25,Bangladesh,"-17,8%",BGD
737,2020-03-26,Bangladesh,"-19,3%",BGD
738,2020-03-27,Bangladesh,"-20,8%",BGD
739,2020-03-28,Bangladesh,"-22,3%",BGD
740,2020-03-29,Bangladesh,"-23,7%",BGD
741,2020-03-30,Bangladesh,"-23,7%",BGD
742,2020-03-31,Bangladesh,"-23,7%",BGD
743,2020-01-04,Bangladesh,"-23,7%",BGD
744,2020-02-04,Bangladesh,"-23,7%",BGD
745,2020-03-04,Bangladesh,"-23,7%",BGD
746,2020-04-04,Bangladesh,"-23,7%",BGD
747,2020-05-04,Bangladesh,"-23,7%",BGD
748,2020-06-04,Bangladesh,"-23,7%",BGD
749,2020-07-04,Bangladesh,"-23,7%",BGD
750,2020-08-04,Bangladesh,"-23,7%",BGD
751,2020-09-04,Bangladesh,"-23,7%",BGD
752,2020-10-04,Bangladesh,"-23,7%",BGD
753,2020-11-04,Bangladesh,"-23,7%",BGD
754,2020-12-04,Bangladesh,"-23,7%",BGD
755,2020-04-13,Bangladesh,"-23,7%",BGD
756,2020-04-14,Bangladesh,"-23,7%",BGD
757,2020-04-15,Bangladesh,"-23,7%",BGD
758,2020-04-16,Bangladesh,"-23,7%",BGD
759,2020-04-17,Bangladesh,"-23,7%",BGD
760,2020-04-18,Bangladesh,"-23,7%",BGD
761,2020-04-19,Bangladesh,"-23,7%",BGD
762,2020-04-20,Bangladesh,"-23,7%",BGD
763,2020-04-21,Bangladesh,"-23,7%",BGD
764,2020-04-22,Bangladesh,"-23,7%",BGD
765,2020-04-23,Bangladesh,"-23,7%",BGD
766,2020-04-24,Bangladesh,"-22,3%",BGD
767,2020-04-25,Bangladesh,"-20,8%",BGD
768,2020-04-26,Bangladesh,"-19,3%",BGD
769,2020-04-27,Bangladesh,"-17,8%",BGD
770,2020-04-28,Bangladesh,"-16,3%",BGD
771,2020-04-29,Bangladesh,"-14,9%",BGD
772,2020-04-30,Bangladesh,"-13,4%",BGD
773,2020-01-05,Bangladesh,"-13,4%",BGD
774,2020-02-05,Bangladesh,"-13,4%",BGD
775,2020-03-05,Bangladesh,"-13,4%",BGD
776,2020-04-05,Bangladesh,"-13,4%",BGD
777,2020-05-05,Bangladesh,"-13,4%",BGD
778,2020-06-05,Bangladesh,"-13,4%",BGD
779,2020-07-05,Bangladesh,"-13,4%",BGD
780,2020-08-05,Bangladesh,"-13,4%",BGD
781,2020-09-05,Bangladesh,"-13,4%",BGD
782,2020-10-05,Bangladesh,"-13,4%",BGD
783,2020-11-05,Bangladesh,"-13,4%",BGD
784,2020-12-05,Bangladesh,"-13,4%",BGD
785,2020-05-13,Bangladesh,"-13,4%",BGD
786,2020-05-14,Bangladesh,"-13,4%",BGD
787,2020-05-15,Bangladesh,"-13,4%",BGD
788,2020-05-16,Bangladesh,"-13,4%",BGD
789,2020-05-17,Bangladesh,"-13,4%",BGD
790,2020-05-18,Bangladesh,"-13,4%",BGD
791,2020-05-19,Bangladesh,"-13,4%",BGD
792,2020-05-20,Bangladesh,"-13,4%",BGD
793,2020-05-21,Bangladesh,"-13,4%",BGD
794,2020-05-22,Bangladesh,"-13,4%",BGD
795,2020-05-23,Bangladesh,"-13,4%",BGD
796,2020-05-24,Bangladesh,"-13,4%",BGD
797,2020-05-25,Bangladesh,"-13,4%",BGD
798,2020-05-26,Bangladesh,"-13,4%",BGD
799,2020-05-27,Bangladesh,"-13,4%",BGD
800,2020-05-28,Bangladesh,"-12,1%",BGD
801,2020-05-29,Bangladesh,"-10,8%",BGD
802,2020-05-30,Bangladesh,"-9,5%",BGD
803,2020-05-31,Bangladesh,"-8,1%",BGD
804,2020-01-06,Bangladesh,"-6,8%",BGD
805,2020-02-06,Bangladesh,"-5,5%",BGD
806,2020-03-06,Bangladesh,"-4,2%",BGD
807,2020-04-06,Bangladesh,"-4,2%",BGD
808,2020-05-06,Bangladesh,"-4,2%",BGD
809,2020-06-06,Bangladesh,"-4,2%",BGD
810,2020-07-06,Bangladesh,"-4,2%",BGD
811,2020-08-06,Bangladesh,"-4,2%",BGD
812,2020-09-06,Bangladesh,"-4,2%",BGD
813,2020-10-06,Bangladesh,"-4,2%",BGD
814,2020-11-06,Bangladesh,"-4,2%",BGD
815,2020-01-01,Belgium,"0,0%",BEL
816,2020-02-01,Belgium,"0,0%",BEL
817,2020-03-01,Belgium,"0,0%",BEL
818,2020-04-01,Belgium,"0,0%",BEL
819,2020-05-01,Belgium,"0,0%",BEL
820,2020-06-01,Belgium,"0,0%",BEL
821,2020-07-01,Belgium,"0,0%",BEL
822,2020-08-01,Belgium,"0,0%",BEL
823,2020-09-01,Belgium,"0,0%",BEL
824,2020-10-01,Belgium,"0,0%",BEL
825,2020-11-01,Belgium,"0,0%",BEL
826,2020-12-01,Belgium,"0,0%",BEL
827,2020-01-13,Belgium,"0,0%",BEL
828,2020-01-14,Belgium,"0,0%",BEL
829,2020-01-15,Belgium,"0,0%",BEL
830,2020-01-16,Belgium,"0,0%",BEL
831,2020-01-17,Belgium,"0,0%",BEL
832,2020-01-18,Belgium,"0,0%",BEL
833,2020-01-19,Belgium,"0,0%",BEL
834,2020-01-20,Belgium,"0,0%",BEL
835,2020-01-21,Belgium,"0,0%",BEL
836,2020-01-22,Belgium,"0,0%",BEL
837,2020-01-23,Belgium,"0,0%",BEL
838,2020-01-24,Belgium,"0,0%",BEL
839,2020-01-25,Belgium,"0,0%",BEL
840,2020-01-26,Belgium,"0,0%",BEL
841,2020-01-27,Belgium,"0,0%",BEL
842,2020-01-28,Belgium,"0,0%",BEL
843,2020-01-29,Belgium,"0,0%",BEL
844,2020-01-30,Belgium,"0,0%",BEL
845,2020-01-31,Belgium,"0,0%",BEL
846,2020-01-02,Belgium,"0,0%",BEL
847,2020-02-02,Belgium,"0,0%",BEL
848,2020-03-02,Belgium,"0,0%",BEL
849,2020-04-02,Belgium,"0,0%",BEL
850,2020-05-02,Belgium,"0,0%",BEL
851,2020-06-02,Belgium,"0,0%",BEL
852,2020-07-02,Belgium,"0,0%",BEL
853,2020-08-02,Belgium,"0,0%",BEL
854,2020-09-02,Belgium,"0,0%",BEL
855,2020-10-02,Belgium,"0,0%",BEL
856,2020-11-02,Belgium,"0,0%",BEL
857,2020-12-02,Belgium,"0,0%",BEL
858,2020-02-13,Belgium,"0,0%",BEL
859,2020-02-14,Belgium,"0,0%",BEL
860,2020-02-15,Belgium,"0,0%",BEL
861,2020-02-16,Belgium,"0,0%",BEL
862,2020-02-17,Belgium,"0,0%",BEL
863,2020-02-18,Belgium,"0,0%",BEL
864,2020-02-19,Belgium,"0,0%",BEL
865,2020-02-20,Belgium,"0,0%",BEL
866,2020-02-21,Belgium,"0,0%",BEL
867,2020-02-22,Belgium,"0,0%",BEL
868,2020-02-23,Belgium,"0,0%",BEL
869,2020-02-24,Belgium,"0,0%",BEL
870,2020-02-25,Belgium,"0,0%",BEL
871,2020-02-26,Belgium,"0,0%",BEL
872,2020-02-27,Belgium,"0,0%",BEL
873,2020-02-28,Belgium,"0,0%",BEL
874,2020-02-29,Belgium,"0,0%",BEL
875,2020-01-03,Belgium,"0,0%",BEL
876,2020-02-03,Belgium,"0,0%",BEL
877,2020-03-03,Belgium,"0,0%",BEL
878,2020-04-03,Belgium,"0,0%",BEL
879,2020-05-03,Belgium,"0,0%",BEL
880,2020-06-03,Belgium,"0,0%",BEL
881,2020-07-03,Belgium,"0,0%",BEL
882,2020-08-03,Belgium,"0,0%",BEL
883,2020-09-03,Belgium,"-2,9%",BEL
884,2020-10-03,Belgium,"-5,8%",BEL
885,2020-11-03,Belgium,"-8,7%",BEL
886,2020-12-03,Belgium,"-11,6%",BEL
887,2020-03-13,Belgium,"-14,5%",BEL
888,2020-03-14,Belgium,"-17,4%",BEL
889,2020-03-15,Belgium,"-21,4%",BEL
890,2020-03-16,Belgium,"-22,4%",BEL
891,2020-03-17,Belgium,"-23,5%",BEL
892,2020-03-18,Belgium,"-24,5%",BEL
893,2020-03-19,Belgium,"-25,6%",BEL
894,2020-03-20,Belgium,"-26,6%",BEL
895,2020-03-21,Belgium,"-27,7%",BEL
896,2020-03-22,Belgium,"-27,7%",BEL
897,2020-03-23,Belgium,"-27,7%",BEL
898,2020-03-24,Belgium,"-27,7%",BEL
899,2020-03-25,Belgium,"-27,7%",BEL
900,2020-03-26,Belgium,"-27,7%",BEL
901,2020-03-27,Belgium,"-27,7%",BEL
902,2020-03-28,Belgium,"-27,7%",BEL
903,2020-03-29,Belgium,"-27,7%",BEL
904,2020-03-30,Belgium,"-27,7%",BEL
905,2020-03-31,Belgium,"-27,7%",BEL
906,2020-01-04,Belgium,"-27,7%",BEL
907,2020-02-04,Belgium,"-27,7%",BEL
908,2020-03-04,Belgium,"-27,7%",BEL
909,2020-04-04,Belgium,"-27,7%",BEL
910,2020-05-04,Belgium,"-27,7%",BEL
911,2020-06-04,Belgium,"-27,7%",BEL
912,2020-07-04,Belgium,"-27,7%",BEL
913,2020-08-04,Belgium,"-27,7%",BEL
914,2020-09-04,Belgium,"-27,7%",BEL
915,2020-10-04,Belgium,"-27,7%",BEL
916,2020-11-04,Belgium,"-27,7%",BEL
917,2020-12-04,Belgium,"-27,7%",BEL
918,2020-04-13,Belgium,"-27,7%",BEL
919,2020-04-14,Belgium,"-27,7%",BEL
920,2020-04-15,Belgium,"-27,7%",BEL
921,2020-04-16,Belgium,"-27,7%",BEL
922,2020-04-17,Belgium,"-27,7%",BEL
923,2020-04-18,Belgium,"-27,7%",BEL
924,2020-04-19,Belgium,"-27,7%",BEL
925,2020-04-20,Belgium,"-27,7%",BEL
926,2020-04-21,Belgium,"-27,7%",BEL
927,2020-04-22,Belgium,"-27,7%",BEL
928,2020-04-23,Belgium,"-27,7%",BEL
929,2020-04-24,Belgium,"-27,7%",BEL
930,2020-04-25,Belgium,"-27,7%",BEL
931,2020-04-26,Belgium,"-27,7%",BEL
932,2020-04-27,Belgium,"-27,7%",BEL
933,2020-04-28,Belgium,"-27,7%",BEL
934,2020-04-29,Belgium,"-27,7%",BEL
935,2020-04-30,Belgium,"-27,7%",BEL
936,2020-01-05,Belgium,"-26,6%",BEL
937,2020-02-05,Belgium,"-25,6%",BEL
938,2020-03-05,Belgium,"-24,5%",BEL
939,2020-04-05,Belgium,"-23,5%",BEL
940,2020-05-05,Belgium,"-22,4%",BEL
941,2020-06-05,Belgium,"-21,4%",BEL
942,2020-07-05,Belgium,"-20,3%",BEL
943,2020-08-05,Belgium,"-20,3%",BEL
944,2020-09-05,Belgium,"-20,3%",BEL
945,2020-10-05,Belgium,"-20,3%",BEL
946,2020-11-05,Belgium,"-20,3%",BEL
947,2020-12-05,Belgium,"-20,3%",BEL
948,2020-05-13,Belgium,"-20,3%",BEL
949,2020-05-14,Belgium,"-20,3%",BEL
950,2020-05-15,Belgium,"-18,7%",BEL
951,2020-05-16,Belgium,"-17,0%",BEL
952,2020-05-17,Belgium,"-15,4%",BEL
953,2020-05-18,Belgium,"-13,8%",BEL
954,2020-05-19,Belgium,"-12,1%",BEL
955,2020-05-20,Belgium,"-10,5%",BEL
956,2020-05-21,Belgium,"-8,9%",BEL
957,2020-05-22,Belgium,"-8,9%",BEL
958,2020-05-23,Belgium,"-8,9%",BEL
959,2020-05-24,Belgium,"-8,9%",BEL
960,2020-05-25,Belgium,"-8,9%",BEL
961,2020-05-26,Belgium,"-8,9%",BEL
962,2020-05-27,Belgium,"-8,9%",BEL
963,2020-05-28,Belgium,"-8,9%",BEL
964,2020-05-29,Belgium,"-8,9%",BEL
965,2020-05-30,Belgium,"-8,9%",BEL
966,2020-05-31,Belgium,"-8,9%",BEL
967,2020-01-06,Belgium,"-8,9%",BEL
968,2020-02-06,Belgium,"-8,9%",BEL
969,2020-03-06,Belgium,"-8,9%",BEL
970,2020-04-06,Belgium,"-8,9%",BEL
971,2020-05-06,Belgium,"-8,9%",BEL
972,2020-06-06,Belgium,"-8,9%",BEL
973,2020-07-06,Belgium,"-8,9%",BEL
974,2020-08-06,Belgium,"-8,9%",BEL
975,2020-09-06,Belgium,"-8,9%",BEL
976,2020-10-06,Belgium,"-8,9%",BEL
977,2020-11-06,Belgium,"-8,9%",BEL
978,2020-01-01,Brazil,"0,0%",BRA
979,2020-02-01,Brazil,"0,0%",BRA
980,2020-03-01,Brazil,"0,0%",BRA
981,2020-04-01,Brazil,"0,0%",BRA
982,2020-05-01,Brazil,"0,0%",BRA
983,2020-06-01,Brazil,"0,0%",BRA
984,2020-07-01,Brazil,"0,0%",BRA
985,2020-08-01,Brazil,"0,0%",BRA
986,2020-09-01,Brazil,"0,0%",BRA
987,2020-10-01,Brazil,"0,0%",BRA
988,2020-11-01,Brazil,"0,0%",BRA
989,2020-12-01,Brazil,"0,0%",BRA
990,2020-01-13,Brazil,"0,0%",BRA
991,2020-01-14,Brazil,"0,0%",BRA
992,2020-01-15,Brazil,"0,0%",BRA
993,2020-01-16,Brazil,"0,0%",BRA
994,2020-01-17,Brazil,"0,0%",BRA
995,2020-01-18,Brazil,"0,0%",BRA
996,2020-01-19,Brazil,"0,0%",BRA
997,2020-01-20,Brazil,"0,0%",BRA
998,2020-01-21,Brazil,"0,0%",BRA
999,2020-01-22,Brazil,"0,0%",BRA
1000,2020-01-23,Brazil,"0,0%",BRA
1001,2020-01-24,Brazil,"0,0%",BRA
1002,2020-01-25,Brazil,"0,0%",BRA
1003,2020-01-26,Brazil,"0,0%",BRA
1004,2020-01-27,Brazil,"0,0%",BRA
1005,2020-01-28,Brazil,"0,0%",BRA
1006,2020-01-29,Brazil,"0,0%",BRA
1007,2020-01-30,Brazil,"0,0%",BRA
1008,2020-01-31,Brazil,"0,0%",BRA
1009,2020-01-02,Brazil,"0,0%",BRA
1010,2020-02-02,Brazil,"0,0%",BRA
1011,2020-03-02,Brazil,"0,0%",BRA
1012,2020-04-02,Brazil,"0,0%",BRA
1013,2020-05-02,Brazil,"0,0%",BRA
1014,2020-06-02,Brazil,"0,0%",BRA
1015,2020-07-02,Brazil,"0,0%",BRA
1016,2020-08-02,Brazil,"0,0%",BRA
1017,2020-09-02,Brazil,"0,0%",BRA
1018,2020-10-02,Brazil,"0,0%",BRA
1019,2020-11-02,Brazil,"0,0%",BRA
1020,2020-12-02,Brazil,"0,0%",BRA
1021,2020-02-13,Brazil,"0,0%",BRA
1022,2020-02-14,Brazil,"0,0%",BRA
1023,2020-02-15,Brazil,"0,0%",BRA
1024,2020-02-16,Brazil,"0,0%",BRA
1025,2020-02-17,Brazil,"0,0%",BRA
1026,2020-02-18,Brazil,"0,0%",BRA
1027,2020-02-19,Brazil,"0,0%",BRA
1028,2020-02-20,Brazil,"0,0%",BRA
1029,2020-02-21,Brazil,"0,0%",BRA
1030,2020-02-22,Brazil,"0,0%",BRA
1031,2020-02-23,Brazil,"0,0%",BRA
1032,2020-02-24,Brazil,"0,0%",BRA
1033,2020-02-25,Brazil,"0,0%",BRA
1034,2020-02-26,Brazil,"0,0%",BRA
1035,2020-02-27,Brazil,"0,0%",BRA
1036,2020-02-28,Brazil,"0,0%",BRA
1037,2020-02-29,Brazil,"0,0%",BRA
1038,2020-01-03,Brazil,"0,0%",BRA
1039,2020-02-03,Brazil,"0,0%",BRA
1040,2020-03-03,Brazil,"0,0%",BRA
1041,2020-04-03,Brazil,"0,0%",BRA
1042,2020-05-03,Brazil,"0,0%",BRA
1043,2020-06-03,Brazil,"0,0%",BRA
1044,2020-07-03,Brazil,"0,0%",BRA
1045,2020-08-03,Brazil,"0,0%",BRA
1046,2020-09-03,Brazil,"0,0%",BRA
1047,2020-10-03,Brazil,"0,0%",BRA
1048,2020-11-03,Brazil,"-1,1%",BRA
1049,2020-12-03,Brazil,"-2,3%",BRA
1050,2020-03-13,Brazil,"-3,4%",BRA
1051,2020-03-14,Brazil,"-7,0%",BRA
1052,2020-03-15,Brazil,"-10,6%",BRA
1053,2020-03-16,Brazil,"-14,2%",BRA
1054,2020-03-17,Brazil,"-17,8%",BRA
1055,2020-03-18,Brazil,"-20,3%",BRA
1056,2020-03-19,Brazil,"-22,8%",BRA
1057,2020-03-20,Brazil,"-25,2%",BRA
1058,2020-03-21,Brazil,"-25,2%",BRA
1059,2020-03-22,Brazil,"-25,2%",BRA
1060,2020-03-23,Brazil,"-25,2%",BRA
1061,2020-03-24,Brazil,"-25,2%",BRA
1062,2020-03-25,Brazil,"-25,2%",BRA
1063,2020-03-26,Brazil,"-25,2%",BRA
1064,2020-03-27,Brazil,"-25,2%",BRA
1065,2020-03-28,Brazil,"-25,2%",BRA
1066,2020-03-29,Brazil,"-25,2%",BRA
1067,2020-03-30,Brazil,"-25,2%",BRA
1068,2020-03-31,Brazil,"-25,2%",BRA
1069,2020-01-04,Brazil,"-25,2%",BRA
1070,2020-02-04,Brazil,"-25,2%",BRA
1071,2020-03-04,Brazil,"-25,2%",BRA
1072,2020-04-04,Brazil,"-22,8%",BRA
1073,2020-05-04,Brazil,"-20,3%",BRA
1074,2020-06-04,Brazil,"-17,8%",BRA
1075,2020-07-04,Brazil,"-15,3%",BRA
1076,2020-08-04,Brazil,"-12,8%",BRA
1077,2020-09-04,Brazil,"-10,4%",BRA
1078,2020-10-04,Brazil,"-7,9%",BRA
1079,2020-11-04,Brazil,"-7,9%",BRA
1080,2020-12-04,Brazil,"-7,9%",BRA
1081,2020-04-13,Brazil,"-7,9%",BRA
1082,2020-04-14,Brazil,"-7,9%",BRA
1083,2020-04-15,Brazil,"-7,9%",BRA
1084,2020-04-16,Brazil,"-7,9%",BRA
1085,2020-04-17,Brazil,"-7,9%",BRA
1086,2020-04-18,Brazil,"-7,9%",BRA
1087,2020-04-19,Brazil,"-7,9%",BRA
1088,2020-04-20,Brazil,"-7,9%",BRA
1089,2020-04-21,Brazil,"-7,9%",BRA
1090,2020-04-22,Brazil,"-7,9%",BRA
1091,2020-04-23,Brazil,"-7,9%",BRA
1092,2020-04-24,Brazil,"-7,9%",BRA
1093,2020-04-25,Brazil,"-7,9%",BRA
1094,2020-04-26,Brazil,"-7,9%",BRA
1095,2020-04-27,Brazil,"-7,9%",BRA
1096,2020-04-28,Brazil,"-7,9%",BRA
1097,2020-04-29,Brazil,"-7,9%",BRA
1098,2020-04-30,Brazil,"-7,9%",BRA
1099,2020-01-05,Brazil,"-7,9%",BRA
1100,2020-02-05,Brazil,"-7,9%",BRA
1101,2020-03-05,Brazil,"-7,9%",BRA
1102,2020-04-05,Brazil,"-7,9%",BRA
1103,2020-05-05,Brazil,"-7,9%",BRA
1104,2020-06-05,Brazil,"-7,9%",BRA
1105,2020-07-05,Brazil,"-7,9%",BRA
1106,2020-08-05,Brazil,"-7,9%",BRA
1107,2020-09-05,Brazil,"-7,9%",BRA
1108,2020-10-05,Brazil,"-7,9%",BRA
1109,2020-11-05,Brazil,"-7,9%",BRA
1110,2020-12-05,Brazil,"-7,9%",BRA
1111,2020-05-13,Brazil,"-7,9%",BRA
1112,2020-05-14,Brazil,"-7,9%",BRA
1113,2020-05-15,Brazil,"-7,9%",BRA
1114,2020-05-16,Brazil,"-6,8%",BRA
1115,2020-05-17,Brazil,"-5,6%",BRA
1116,2020-05-18,Brazil,"-4,5%",BRA
1117,2020-05-19,Brazil,"-3,4%",BRA
1118,2020-05-20,Brazil,"-2,3%",BRA
1119,2020-05-21,Brazil,"-1,1%",BRA
1120,2020-05-22,Brazil,"0,0%",BRA
1121,2020-05-23,Brazil,"0,0%",BRA
1122,2020-05-24,Brazil,"0,0%",BRA
1123,2020-05-25,Brazil,"0,0%",BRA
1124,2020-05-26,Brazil,"0,0%",BRA
1125,2020-05-27,Brazil,"0,0%",BRA
1126,2020-05-28,Brazil,"0,0%",BRA
1127,2020-05-29,Brazil,"0,0%",BRA
1128,2020-05-30,Brazil,"0,0%",BRA
1129,2020-05-31,Brazil,"0,0%",BRA
